case,element_idx,alpha_deg,cl,cd
4,5,14.814636412328765,1.19240677,0.04868412751780822
4,6,14.436474799999997,1.18416226,0.04562836139999999
4,7,14.247927491780823,1.1772204468493153,0.04440707588356164
4,8,13.61355133287671,1.1524603679452055,0.040546770008219185
4,9,12.805198934246576,1.1263676900000001,0.035485488780821924
4,10,12.001097908219178,1.09075499,0.03146496122191781
4,11,11.157720626027398,1.05857193,0.026987530427397266
4,12,10.251963527397258,1.025075426849315,0.02231950778356164
4,13,9.288402231232876,0.9942213687945205,0.01809746833287671
4,14,8.223214516301372,0.9577036015068493,0.015015716428767124
4,15,6.747298591369862,0.900090895191781,0.01097854983561644
4,16,-3.7899897099999995,-0.297734827,0.009357998150000001
5,1,-24.9999943,-0.7676,0.0483999997
5,2,8.849278345616439,0.9790343017123286,0.016699893093150682
5,3,14.801711999999998,1.19236541,0.048553336399999994
5,4,16.609577408219177,1.2428478,0.06346387583287671
5,5,17.6177235,1.25277829,0.07508021590000001
5,6,17.082442028767122,1.2464074869863013,0.06891102599178084
5,7,16.824712580821917,1.2460482099999999,0.06571563834520548
5,8,16.051415384931502,1.22803974,0.05855601517808219
5,9,15.101627300000002,1.19690251,0.05125920099999999
5,10,14.108491119178082,1.171866073150685,0.04353699212739727
5,11,13.1311769,1.13468099,0.0376739874
5,12,12.102271112328765,1.0958135116438354,0.031922266001369874
5,13,11.044659600000001,1.05400419,0.026408657400000004
5,14,9.882607642191783,1.0126921130136983,0.020552258519178083
5,15,8.29609143136986,0.9599486811917809,0.015197995001369865
5,16,-3.7899897099999995,-0.297734827,0.009357998150000001
6,1,-24.9999943,-0.7676,0.0483999997
6,2,11.024840293150685,1.0532034567123287,0.026307181939726025
6,3,17.459365279452058,1.2491873335616437,0.07344091919041097
6,4,19.50201969178082,1.2639000399999998,0.0968900025
6,5,20.4058514,1.2639000399999998,0.0968900025
6,6,19.701939328767125,1.2639000399999998,0.0968900025
6,7,19.4036694,1.2639000399999998,0.0968900025
6,8,18.47635504246576,1.26148653,0.08581655770958903
6,9,17.33644123424658,1.2467289,0.07214284123698629
6,10,16.180031008219178,1.23164093,0.059646671432876726
6,11,15.0670757,1.19557571,0.051021482800000004
6,12,13.894160326027395,1.1634664516438356,0.042224966153424665
6,13,12.715278949315069,1.1231333789041098,0.03496612353150685
6,14,11.46790066438356,1.0740666630136984,0.028357754938356163
6,15,9.82993924136986,1.0106696343835617,0.0203289454369863
6,16,-3.7899897099999995,-0.297734827,0.009357998150000001
7,1,-24.9999943,-0.7676,0.0483999997
7,2,12.8803015,1.12850058,0.035969153
7,3,20.166186779452055,1.2639000399999998,0.0968900025
7,4,22.22182038356164,1.2639000399999998,0.0968900025
7,5,23.011484894520546,1.2639000399999998,0.0968900025
7,6,22.1920547,1.2639000399999998,0.0968900025
7,7,21.859947199999997,1.2639000399999998,0.0968900025
7,8,20.84080598493151,1.2639000399999998,0.0968900025
7,9,19.54120853424657,1.2639000399999998,0.0968900025
7,10,18.237219108219175,1.2603386600000002,0.08255080375479454
7,11,16.950219631506847,1.2468013652054795,0.06718658941369864
7,12,15.662384,1.2164715499999998,0.0553725921
7,13,14.364169757534247,1.1815014689041095,0.045159827798630134
7,14,13.01789796438356,1.1322794,0.03686744184794521
7,15,11.301920602739726,1.0651036943835615,0.027673915271232884
7,16,-3.7899897099999995,-0.297734827,0.009357998150000001
8,1,-24.9999943,-0.7676,0.0483999997
8,2,14.686906723287674,1.1907614467123289,0.04752778558767122
8,3,22.68447752465753,1.2639000399999998,0.0968900025
8,4,24.69738600821918,1.2639000399999998,0.0968900025
8,5,25.41960484931507,1.2639000399999998,0.0968900025
8,6,24.51730802876712,1.2639000399999998,0.0968900025
8,7,24.1590099,1.2639000399999998,0.0968900025
8,8,23.070185584931508,1.2639000399999998,0.0968900025
8,9,21.669428368493147,1.2639000399999998,0.0968900025
8,10,20.2568569,1.2639000399999998,0.0968900025
8,11,18.8407078,1.26345575,0.09084593500000002
8,12,17.4187775520548,1.2483755415068492,0.07301230780958903
8,13,15.996114699999994,1.22648346,0.05808814620000002
8,14,14.534241064383563,1.18728065,0.04631256225753425
8,15,12.719769202739728,1.1233489500000002,0.03498731827397261
8,16,-3.7899897099999995,-0.297734827,0.009357998150000001
9,1,-24.9999943,-0.7676,0.0483999997
9,2,16.465699995890407,1.2397259467123287,0.062095022883561626
9,3,24.964090620547946,1.2639000399999998,0.0968900025
9,4,26.95882009726028,1.2639000399999998,0.0968900025
9,5,27.650770954794524,1.2639000399999998,0.0968900025
9,6,26.69381140000001,1.2639000399999998,0.0968900025
9,7,26.31619049178082,1.2639000399999998,0.0968900025
9,8,25.17321100821918,1.2639000399999998,0.0968900025
9,9,23.68916556849315,1.2639000399999998,0.0968900025
9,10,22.189453308219182,1.2639000399999998,0.0968900025
9,11,20.686363252054793,1.2639000399999998,0.0968900025
9,12,19.150121283561642,1.2633407099999998,0.09547572757945207
9,13,17.62061054931507,1.2528464800000003,0.07510989136301369
9,14,16.046774264383565,1.2279097030136987,0.05851665425753425
9,15,14.131954902739723,1.1727670843835618,0.04368340634246576
9,16,-3.7899897099999995,-0.297734827,0.009357998150000001
10,1,-24.9999943,-0.7676,0.0483999997
10,2,18.45494069589041,1.26138377,0.08552361897534248
10,3,27.035762956164376,1.2639000399999998,0.0968900025
10,4,29.030456505479453,1.2639000399999998,0.0968900025
10,5,29.72125394931507,1.2639000399999998,0.0968900025
10,6,28.73367192876712,1.2639000399999998,0.0968900025
10,7,28.342772983561645,1.2639000399999998,0.0968900025
10,8,27.1596279,1.2639000399999998,0.0968900025
10,9,25.608879568493148,1.2639000399999998,0.0968900025
10,10,24.035896508219178,1.2639000399999998,0.0968900025
10,11,22.457732719178082,1.2639000399999998,0.0968900025
10,12,20.846900900000005,1.2639000399999998,0.0968900025
10,13,19.226977649315067,1.2637711389041097,0.09656401702876712
10,14,17.55851786438356,1.2513810630136986,0.07447158229589042
10,15,15.537797702739727,1.2127339043835617,0.05438087691095891
10,16,-3.7899897099999995,-0.297734827,0.009357998150000001
11,1,-24.9999943,-0.7676,0.0483999997
11,2,20.4438743479452,1.2639000399999998,0.0968900025
11,3,28.9248085,1.2639000399999998,0.0968900025
11,4,30.932798608219183,1.2639000399999998,0.0968900025
11,5,31.645370500000006,1.2639000399999998,0.0968900025
11,6,30.64735557671233,1.2639000399999998,0.0968900025
11,7,30.248433683561647,1.2639000399999998,0.0968900025
11,8,29.03749368493151,1.2639000399999998,0.0968900025
11,9,27.43506666849315,1.2639000399999998,0.0968900025
11,10,25.80147950821918,1.2639000399999998,0.0968900025
11,11,24.158851417808215,1.2639000399999998,0.0968900025
11,12,22.4832287520548,1.2639000399999998,0.0968900025
11,13,20.8011894,1.2639000399999998,0.0968900025
11,14,19.054100747945206,1.2628029830136986,0.09411609287260272
11,15,16.924428900000002,1.2466465200000003,0.066884324
11,16,-3.7899897099999995,-0.297734827,0.009357998150000001
12,1,-24.9999943,-0.7676,0.0483999997
12,2,22.226171395890407,1.2639000399999998,0.0968900025
12,3,30.65264405890411,1.2639000399999998,0.0968900025
12,4,32.683669583561645,1.2639000399999998,0.0968900025
12,5,33.4357986,1.2639000399999998,0.0968900025
12,6,32.44410782876712,1.2639000399999998,0.0968900025
12,7,32.041663683561644,1.2639000399999998,0.0968900025
12,8,30.8137817,1.2639000399999998,0.0968900025
12,9,29.173170099999997,1.2639000399999998,0.0968900025
12,10,27.490598908219173,1.2639000399999998,0.0968900025
12,11,25.793366931506846,1.2639000399999998,0.0968900025
12,12,24.061187753424658,1.2639000399999998,0.0968900025
12,13,22.323922449315067,1.2639000399999998,0.0968900025
12,14,20.525852928767122,1.2639000399999998,0.0968900025
12,15,18.3322258,1.2607947599999998,0.0838448711479452
12,16,-3.7899897099999995,-0.297734827,0.009357998150000001
13,1,-24.9999943,-0.7676,0.0483999997
13,2,23.840970349315068,1.2639000399999998,0.0968900025
13,3,32.237548279452064,1.2639000399999998,0.0968900025
13,4,34.298641408219176,1.2639000399999998,0.0968900025
13,5,35.10392530958904,1.2639000399999998,0.0968900025
13,6,34.1323128,1.2639000399999998,0.0968900025
13,7,33.7301788,1.2639000399999998,0.0968900025
13,8,32.49474038493151,1.2639000399999998,0.0968900025
13,9,30.827955199999998,1.2639000399999998,0.0968900025
13,10,29.106987,1.2639000399999998,0.0968900025
13,11,27.364280752054796,1.2639000399999998,0.0968900025
13,12,25.583329798630142,1.2639000399999998,0.0968900025
13,13,23.797121664383564,1.2639000399999998,0.0968900025
13,14,21.954775628767116,1.2639000399999998,0.0968900025
13,15,19.729295699999998,1.2639000399999998,0.0968900025
13,16,-3.7899897099999995,-0.297734827,0.009357998150000001
14,1,-24.928932199999995,-0.7676,0.0483999997
14,2,25.320603753424653,1.2639000399999998,0.0968900025
14,3,33.70035497945206,1.2639000399999998,0.0968900025
14,4,35.79523808356164,1.2639000399999998,0.0968900025
14,5,36.66263579999999,1.2639000399999998,0.0968900025
14,6,35.7217216,1.2639000399999998,0.0968900025
14,7,35.32300147260273,1.2639000399999998,0.0968900025
14,8,34.0878601,1.2639000399999998,0.0968900025
14,9,32.4053192,1.2639000399999998,0.0968900025
14,10,30.65542831643836,1.2639000399999998,0.0968900025
14,11,28.875613731506853,1.2639000399999998,0.0968900025
14,12,27.053035753424663,1.2639000399999998,0.0968900025
14,13,25.2240448,1.2639000399999998,0.0968900025
14,14,23.34207766438356,1.2639000399999998,0.0968900025
14,15,21.093162005479453,1.2639000399999998,0.0968900025
14,16,-3.77212214,-0.295619279,0.00935442466
15,1,-21.1003666,-0.7676,0.0483999997
15,2,27.166515241095894,1.2639000399999998,0.0968900025
15,3,35.302946958904116,1.2639000399999998,0.0968900025
15,4,37.37221550821918,1.2639000399999998,0.0968900025
15,5,38.2474861,1.2639000399999998,0.0968900025
15,6,37.318348628767126,1.2639000399999998,0.0968900025
15,7,36.9204369,1.2639000399999998,0.0968900025
15,8,35.68230148493151,1.2639000399999998,0.0968900025
15,9,33.98417326849315,1.2639000399999998,0.0968900025
15,10,32.20859571643837,1.2639000399999998,0.0968900025
15,11,30.396734305479452,1.2639000399999998,0.0968900025
15,12,28.538939983561647,1.2639000399999998,0.0968900025
15,13,26.675182299999996,1.2639000399999998,0.0968900025
15,14,24.76527474794521,1.2639000399999998,0.0968900025
15,15,22.516745302739725,1.2639000399999998,0.0968900025
15,16,-2.8082184800000003,-0.180939645,0.00929000042
16,1,-12.509737,-0.6770048739999999,0.046998187899999995
16,2,29.456552395890398,1.2639000399999998,0.0968900025
16,3,37.09101521232876,1.2639000399999998,0.0968900025
16,4,39.06568909999999,1.2639000399999998,0.0968900025
16,5,39.8837547,1.2639000399999998,0.0968900025
16,6,38.94148712876713,1.2639000399999998,0.0968900025
16,7,38.54050018356164,1.2639000399999998,0.0968900025
16,8,37.29336638493151,1.2639000399999998,0.0968900025
16,9,35.5770378,1.2639000399999998,0.0968900025
16,10,33.77705759999999,1.2639000399999998,0.0968900025
16,11,31.936563057534247,1.2639000399999998,0.0968900025
16,12,30.0493851520548,1.2639000399999998,0.0968900025
16,13,28.158577000000008,1.2639000399999998,0.0968900025
16,14,26.23269686438356,1.2639000399999998,0.0968900025
16,15,24.010266805479457,1.2639000399999998,0.0968900025
16,16,-0.6025319099999998,0.0824961662,0.009357696400000002
17,1,-1.30046797,-0.0010359790199999997,0.00928798132
17,2,31.961242647945216,1.2639000399999998,0.0968900025
17,3,38.95226237945205,1.2639000399999998,0.0968900025
17,4,40.79299118356164,1.2639000399999998,0.0968900025
17,5,41.516759509589036,1.2639000399999998,0.0968900025
17,6,40.548111728767125,1.2639000399999998,0.0968900025
17,7,40.142249672602745,1.2639000399999998,0.0968900025
17,8,38.88394258493151,1.2639000399999998,0.0968900025
17,9,37.1499176,1.2639000399999998,0.0968900025
17,10,35.32829711643836,1.2639000399999998,0.0968900025
17,11,33.46336365342466,1.2639000399999998,0.0968900025
17,12,31.551772943835616,1.2639000399999998,0.0968900025
17,13,29.639898300000002,1.2639000399999998,0.0968900025
17,14,27.705984828767125,1.2639000399999998,0.0968900025
17,15,25.52397300547946,1.2639000399999998,0.0968900025
17,16,2.5073609169863014,0.4524686011232877,0.00962941162
18,1,9.98777962,1.0167307900000002,0.020998191100000004
18,2,34.5087929,1.2639000399999998,0.0968900025
18,3,40.8030167,1.2639000399999998,0.0968900025
18,4,42.49296486712329,1.2639000399999998,0.0968900025
18,5,43.1066017,1.2639000399999998,0.0968900025
18,6,42.10722042876713,1.2639000399999998,0.0968900025
18,7,41.696231383561646,1.2639000399999998,0.0968900025
18,8,40.42740718493151,1.2639000399999998,0.0968900025
18,9,38.6784515,1.2639000399999998,0.0968900025
18,10,36.8392296,1.2639000399999998,0.0968900025
18,11,34.954257531506855,1.2639000399999998,0.0968900025
18,12,33.02290298356164,1.2639000399999998,0.0968900025
18,13,31.0947037,1.2639000399999998,0.0968900025
18,14,29.157780064383555,1.2639000399999998,0.0968900025
18,15,27.022430399999998,1.2639000399999998,0.0968900025
18,16,6.1891774189041096,0.8754340352465754,0.00872837193
19,1,19.62098091369863,1.2639000399999998,0.0968900025
19,2,36.98113765342466,1.2639000399999998,0.0968900025
19,3,42.586050858904116,1.2639000399999998,0.0968900025
19,4,44.12419806712329,1.2639000399999998,0.0968900025
19,5,44.626915,1.2639000399999998,0.0968900025
19,6,43.598522928767125,1.2639000399999998,0.0968900025
19,7,43.183265283561646,1.2639000399999998,0.0968900025
19,8,41.9065445849315,1.2639000399999998,0.0968900025
19,9,40.147015536986295,1.2639000399999998,0.0968900025
19,10,38.294777316438356,1.2639000399999998,0.0968900025
19,11,36.39441633150684,1.2639000399999998,0.0968900025
19,12,34.447624252054794,1.2639000399999998,0.0968900025
19,13,32.506958,1.2639000399999998,0.0968900025
19,14,30.570075557534246,1.2639000399999998,0.0968900025
19,15,28.482305005479454,1.2639000399999998,0.0968900025
19,16,10.143507904109589,1.02167749,0.021773283945205477
20,1,27.1292038,1.2639000399999998,0.0968900025
20,2,39.30436308904109,1.2639000399999998,0.0968900025
20,3,44.26595341232876,1.2639000399999998,0.0968900025
20,4,45.6612968,1.2639000399999998,0.0968900025
20,5,46.061934619178075,1.2639000399999998,0.0968900025
20,6,45.01027299999999,1.2639000399999998,0.0968900025
20,7,44.592265683561656,1.2639000399999998,0.0968900025
20,8,43.31145479999999,1.2639000399999998,0.0968900025
20,9,41.54656979999999,1.2639000399999998,0.0968900025
20,10,39.68632889999999,1.2639000399999998,0.0968900025
20,11,37.77517273150684,1.2639000399999998,0.0968900025
20,12,35.81698948356165,1.2639000399999998,0.0968900025
20,13,33.8671074,1.2639000399999998,0.0968900025
20,14,31.932067900000003,1.2639000399999998,0.0968900025
20,15,29.889560205479444,1.2639000399999998,0.0968900025
20,16,14.124842417808214,1.1724940384931508,0.04363902182602739
